lol ;)	laugh out loud laugh out loud	2	-1	 lol[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
thank you very much,can i get the Examples for asp?build db,build object!thank you.	thank you very much,can i get the Examples for asp?<br>build db,build object!<br>thank you.	2	-1	 thank[1] you[0] very[0] much[0] can[0] i[0] get[0] the[0] Examples[0] for[0] asp[0] [[Sentence=-1,2=word max, 1-5]] build[0] db[0] build[0] object[0] [[Sentence=-1,1=word max, 1-5]] thank[1] you[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
node can install mongodb,the 64bit windows node drive downlad address?it have the dll files?how createobject db use asp? thank you.	node can install mongodb,the 64bit windows node drive downlad address?<br>it have the dll files?<br>how createobject db use asp?<br> thank you.	2	-1	 node[0] can[0] install[0] mongodb[0] the[0] 64bit[0] windows[0] node[0] drive[0] downlad[0] address[0] [[Sentence=-1,1=word max, 1-5]] it[0] have[0] the[0] dll[0] files[0] [[Sentence=-1,1=word max, 1-5]] how[0] createobject[0] db[0] use[0] asp[0] [[Sentence=-1,1=word max, 1-5]] thank[1] you[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
http://www.nodebeginner.org/	http://w.<br>nodebeginner.<br>org/	1	-1	 http[0] ://www/://w[0] [[Sentence=-1,1=word max, 1-5]] nodebeginner[0] [[Sentence=-1,1=word max, 1-5]] org/[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
mongodb.org write this:JavaScript Language Center MongoDB: •Can be used by clients written in JavaScript.but how?used by clients written in JavaScript.?Examples.thanks	mongodb.<br>org write this:JavaScript Language Center MongoDB: •Can be used by clients written in JavaScript.<br>but how?<br>used by clients written in JavaScript.<br>Examples.<br>thanks	2	-1	 mongodb[0] [[Sentence=-1,1=word max, 1-5]] org[0] write[0] this[0] JavaScript[0] Language[0] Center[0] MongoDB[0] •Can[0] be[0] used[0] by[0] clients[0] written[0] in[0] JavaScript[0] [[Sentence=-1,1=word max, 1-5]] but[0] how[0] [[Sentence=-1,1=word max, 1-5]] used[0] by[0] clients[0] written[0] in[0] JavaScript[0] [[Sentence=-1,1=word max, 1-5]] Examples[0] [[Sentence=-1,1=word max, 1-5]] thanks[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
need to update this too.	need to update this too.	1	-1	 need[0] to[0] update[0] this[0] too[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
thanks just did missed that	thanks just did missed that	2	-1	 thanks[1] just[0] did[0] missed[-1][--1 LastWordBoosterStrength] that[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
what are we testing here?	what are we testing here?	1	-1	 what[0] are[0] we[0] testing[0] here[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Nothing at the moment as its broken in mongos but in theory you can return a partial result even if a mongos is down but its not working as off now	Nothing at the moment as its broken in mongos but in theory you can return a partial result even if a mongos is down but its not working as off now	1	-2	 Nothing[0] at[0] the[0] moment[0] as[0] its[0] broken[-1] in[0] mongos[0] but[0] in[0] theory[0] you[0] can[0] return[0] a[0] partial[0] result[0] even[0] if[0] a[0] mongos[0] is[0] down[0] but[0] its[0] not[0] working[0] as[0] off[0] now[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
This doesn't belong in findOne IMO. It's a different query. I'd say its developer error to pass a string and we should throw. If this belongs in the driver at all, it should be a new method named something like findById.	This doesn't belong in findOne IMO.<br> It's a different query.<br> I'd say its developer error to pass a string and we should throw.<br> If this belongs in the driver at all, it should be a new method named something like findById.	2	-2	 This[0] doesn't[0] belong[0] in[0] findOne[0] IMO[0] [[Sentence=-1,1=word max, 1-5]] It's[0] a[0] different[0] query[0] [[Sentence=-1,1=word max, 1-5]] I'd[0] say[0] its[0] developer[0] error[-1] to[0] pass[0] a[0] string[0] and[0] we[0] should[0] throw[0] [[Sentence=-2,1=word max, 1-5]] If[0] this[0] belongs[0] in[0] the[0] driver[0] at[0] all[0] it[0] should[0] be[0] a[0] new[0] method[0] named[0] something[0] like[1] findById[0] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]
This also creates an imbalanced api in that documents with other _id types get different behavior. Again, we should move this to a new method for _id lookups which supports any type (buffer, number, string, oid, etc).	This also creates an imbalanced api in that documents with other _id types get different behavior.<br> Again, we should move this to a new method for _id lookups which supports any type (buffer, number, string, oid, etc)	2	-1	 This[0] also[0] creates[0] an[0] imbalanced[0] api[0] in[0] that[0] documents[0] with[0] other[0] _id[0] types[0] get[0] different[0] behavior[0] [[Sentence=-1,1=word max, 1-5]] Again[0] we[0] should[0] move[0] this[0] to[0] a[0] new[0] method[0] for[0] _id[0] lookups[0] which[0] supports[1] any[0] type[0] buffer[0] number[0] string[0] oid[0] etc[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
I'm removing it tomorrow as for api changes got to wait for the new fluid spec for 2.0	I'm removing it tomorrow as for api changes got to wait for the new fluid spec for 2.0	1	-1	 I'm[0] removing[0] it[0] tomorrow[0] as[0] for[0] api[0] changes[0] got[0] to[0] wait[0] for[0] the[0] new[0] fluid[0] spec[0] for[0] 2[0] .0[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
 1	 1	1	-1	 1[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Looks like this fixed #979 and not #976 which is mentioned in the commit message?	Looks like this fixed #979 and not #976 which is mentioned in the commit message?	2	-1	 Looks[0] like[1] this[0] fixed[0] #979[0] and[0] not[0] #976[0] which[0] is[0] mentioned[0] in[0] the[0] commit[0] message[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Did you push this to 1.3.6 when that was a version that already existed? (And didn't update HISTORY?)	Did you push this to 1.3.6 when that was a version that already existed?<br> (And didn't update HISTORY?	1	-1	 Did[0] you[0] push[0] this[0] to[0] 1[0] .3[0] .6[0] when[0] that[0] was[0] a[0] version[0] that[0] already[0] existed[0] [[Sentence=-1,1=word max, 1-5]] And[0] didn't[0] update[0] HISTORY[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
that was a mistake due to how my publish script works. I just pushed the right version 1.3.7 out that should have been this one. Good thing there are only small changes in this release.	that was a mistake due to how my publish script works.<br> I just pushed the right version 1.3.7 out that should have been this one.<br> Good thing there are only small changes in this release.	2	-2	 that[0] was[0] a[0] mistake[-1] due[0] to[0] how[0] my[0] publish[0] script[0] works[0] [[Sentence=-2,1=word max, 1-5]] I[0] just[0] pushed[0] the[0] right[0] version[0] 1[0] .3[0] .7[0] out[0] that[0] should[0] have[0] been[0] this[0] one[0] [[Sentence=-1,1=word max, 1-5]] Good[1] thing[0] there[0] are[0] only[0] small[0] changes[0] in[0] this[0] release[0] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]
npm publish?	npm publish?	1	-1	 npm[0] publish[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Is there a way to get the same kind of robustness around  db.command ? For example the dereferencing of result in count() fails on db errors.	Is there a way to get the same kind of robustness around  db.<br>command ?<br> For example the dereferencing of result in count( fails on db errors.	2	-3	 Is[0] there[0] a[0] way[0] to[0] get[0] the[0] same[0] kind[1] of[0] robustness[0] around[0] db[0] [[Sentence=-1,2=word max, 1-5]] command[0] [[Sentence=-1,1=word max, 1-5]] For[0] example[0] the[0] dereferencing[0] of[0] result[0] in[0] count[0] fails[-2] on[0] db[0] errors[-1] [[Sentence=-3,1=word max, 1-5]][[[2,-3 max of sentences]]]
can you provide an example in code ?. by default command will not look for errors as this would change the current semantics and be backwards breaking. The possibility would be to provide an override option for command to check for and emit errors if detected in the result.	can you provide an example in code ?<br> by default command will not look for errors as this would change the current semantics and be backwards breaking.<br> The possibility would be to provide an override option for command to check for and emit errors if detected in the result.	1	-2	 can[0] you[0] provide[0] an[0] example[0] in[0] code[0] [[Sentence=-1,1=word max, 1-5]] by[0] default[-1] command[0] will[0] not[0] look[0] for[0] errors[-1] as[0] this[0] would[0] change[0] the[0] current[0] semantics[0] and[0] be[0] backwards[0] breaking[0] [[Sentence=-2,1=word max, 1-5]] The[0] possibility[0] would[0] be[0] to[0] provide[0] an[0] override[0] option[0] for[0] command[0] to[0] check[0] for[0] and[0] emit[0] errors[-1] if[0] detected[0] in[0] the[0] result[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Not sure what causes it, but we get dereference null exceptions on lines like https://github.com/mongodb/node-mongodb-native/blob/7c5c55b6d17fecb82e0310044792cd425c79172d/lib/mongodb/collection.js#L584Without understanding mongodb more I can't reproduce this besides in our production environment	Not sure what causes it, but we get dereference null exceptions on lines like https://github.<br>com/mongodb/node-mongodb-native/blob/7c5c55b6d17fecb82e0310044792cd425c79172d/lib/mongodb/collection.<br>js#L584Without understanding mongodb more I can't reproduce this besides in our production environment	2	-1	 Not[0] sure[0] what[0] causes[0] it[0] but[0] we[0] get[0] dereference[0] null[0] exceptions[0] on[0] lines[0] like[1] https[0] ://github[0] [[Sentence=-1,2=word max, 1-5]] com/mongodb/node[0] mongodb[0] native/blob/7c5c55b6d17fecb82e0310044792cd425c79172d/lib/mongodb/collection[0] [[Sentence=-1,1=word max, 1-5]] js#L584Without[0] understanding[0] mongodb[0] more[0] I[0] can't[0] reproduce[0] this[0] besides[0] in[0] our[0] production[0] environment[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
please publish to npm.	please publish to npm.	2	-1	 please[1] publish[0] to[0] npm[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Weird I pushed it to npm 2 days ago.Will re push later got to put the kids to bedSent from Samsung Mobile-------- Original message --------From: Aaron Heckmann notifications@github.comDate:To: mongodb/node-mongodb-native node-mongodb-native@noreply.github.comCc: Christian Amor Kvalheim christkv@gmail.comSubject: Re: [node-mongodb-native] Fixed memory leak issue caused by not recognizing undefined correctly as a value in _events, Issue #1059 (8a31908)please publish to npm.—Reply to this email directly or view it on GitHub.	Weird I pushed it to npm 2 days ago.<br>Will re push later got to put the kids to bedSent from Samsung Mobile- Original message -From: Aaron Heckman notifications@github.<br>comDate:To: mongodb/node-mongodb-native node-mongodb-native@noreply.<br>github.<br>comCc: Christian Amor Kvalheim christkv@gmail.<br>comSubject: Re: [node-mongodb-native] Fixed memory leak issue caused by not recognizing undefined correctly as a value in _events, Issue #1059 (8a31908)please publish to npm.—Reply to this email directly or view it on GitHub.	2	-2	 Weird[-1] I[0] pushed[0] it[0] to[0] npm[0] 2[0] days[0] ago[0] [[Sentence=-2,1=word max, 1-5]] Will[0] re[0] push[0] later[0] got[0] to[0] put[0] the[0] kids[0] to[0] bedSent[0] from[0] Samsung[0] Mobile[0] Original[0] message[0] From[0] Aaron[0] Heckmann/Heckman[0] notifications@github[0] [[Sentence=-1,1=word max, 1-5]] comDate[0] To[0] mongodb/node[0] mongodb[0] native[0] node[0] mongodb[0] native@noreply[0] [[Sentence=-1,1=word max, 1-5]] github[0] [[Sentence=-1,1=word max, 1-5]] comCc[0] Christian[0] Amor[1] Kvalheim[0] christkv@gmail[0] [[Sentence=-1,2=word max, 1-5]] comSubject[0] Re[0] [node[0] mongodb[0] native][0] Fixed[0] memory[0] leak[-1] issue[0] caused[0] by[0] not[0] recognizing[0] undefined[0] correctly[0] as[0] a[0] value[1] in[0] _events[0] Issue[0] #1059[0] (8a31908[0] please[1] publish[0] to[0] npm[0] .—Reply[0] to[0] this[0] email[0] directly[0] or[0] view[0] it[0] on[0] GitHub[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
nice	nice	2	-1	 nice[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
it's for #1120 and also works for mongos	it's for #1120 and also works for mongos	1	-1	 it's[0] for[0] #1120[0] and[0] also[0] works[0] for[0] mongos[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
do you think there would be better verbs than left and joined ?	do you think there would be better verbs than left and joined ?	1	-1	 do[0] you[0] think[0] there[0] would[0] be[0] better[0] verbs[0] than[0] left[0] and[0] joined[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Sorry if this is not the right place for the question, but due to recent changes in the code (Db.prototype.command function?)monogoose plugin for Text Search stopped work.This is simple plugin with one major file: https://github.com/aheckmann/mongoose-text-search/blob/master/lib/index.jsCan anyone help me fix this plugin?In database the command look like this:db.collection.runCommand( "text", {search: "some query string"} );I need one hint how to run db.command(selector, options, callback) to get similar like above example.	Sorry if this is not the right place for the question, but due to recent changes in the code (Db.<br>prototype.<br>command function?<br>monogoose plugin for Text Search stopped work.<br>This is simple plugin with one major file: https://github.<br>com/aheckmann/mongoose-text-search/blob/master/lib/index.<br>jsCan anyone help me fix this plugin?<br>In database the command look like this:db.<br>collection.<br>runCommand( "text" {search: "some query string"} )I need one hint how to run db.<br>command(selector, options, callback) to get similar like above example.	2	-2	 Sorry[-1] if[0] this[0] is[0] not[0] the[0] right[0] place[0] for[0] the[0] question[0] but[0] due[0] to[0] recent[0] changes[0] in[0] the[0] code[0] Db[0] [[Sentence=-2,1=word max, 1-5]] prototype[0] [[Sentence=-1,1=word max, 1-5]] command[0] function[0] [[Sentence=-1,1=word max, 1-5]] monogoose[0] plugin[0] for[0] Text[0] Search[0] stopped[0] work[0] [[Sentence=-1,1=word max, 1-5]] This[0] is[0] simple[0] plugin[0] with[0] one[0] major[0] file[0] https[0] ://github[0] [[Sentence=-1,1=word max, 1-5]] com/aheckmann/mongoose[0] text[0] search/blob/master/lib/index[0] [[Sentence=-1,1=word max, 1-5]] jsCan[0] anyone[0] help[0] me[0] fix[0] this[0] plugin[0] [[Sentence=-1,1=word max, 1-5]] In[0] database[0] the[0] command[0] look[0] like[1] this[0] db[0] [[Sentence=-1,2=word max, 1-5]] collection[0] [[Sentence=-1,1=word max, 1-5]] runCommand[0] text[0] {search[0] some[0] query[0] string[0] "}[0] I[0] need[0] one[0] hint[0] how[0] to[0] run[0] db[0] [[Sentence=-1,1=word max, 1-5]] command[0] selector[0] options[0] callback[0] to[0] get[0] similar[0] like[1] above[0] example[0] [[Sentence=-1,2=word max, 1-5]][[[2,-2 max of sentences]]]
Thanks!	Thanks!	2	-1	 Thanks[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
:heart:	:heart:	1	-1	 heart[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
